class,len
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,2605
Attack,4686
Attack,2983
Attack,2779
Attack,86
Attack,86
Attack,86
Attack,6363
Attack,88
Attack,86
Attack,86
Attack,86
Attack,125
Attack,27955
Attack,86
Attack,86
Attack,86
Attack,86
Attack,86
Attack,86
Attack,34
Attack,34
Attack,34
Attack,34
Attack,34
Attack,34
Attack,34
Attack,2674
Attack,19328
Attack,6102
Attack,5836
Attack,674
Attack,26961
Attack,2354
Attack,39969
Attack,2811
Attack,3972
Attack,52762
Attack,10679
Attack,45808
Attack,10441
Attack,34
Attack,34
Attack,34
Attack,11354
Attack,4876
Attack,13343
Attack,50643
Attack,36559
Attack,34
Attack,34
Attack,34
Attack,33
Attack,33
Attack,43
Attack,43
Attack,47
Attack,62
Attack,105
Attack,34
Attack,33
Attack,32
Attack,33
Attack,33
Attack,34
Attack,33
Attack,32
Attack,2136
Attack,33
Attack,33
Attack,2257
Attack,33
Attack,33
Attack,32
Attack,33
Attack,33
Attack,33
Attack,34
Attack,32
Attack,32
Attack,2072
Attack,33
Attack,33
Attack,2334
Attack,85
Attack,85
Attack,85
Attack,85
Attack,33
Attack,39
Attack,39
Attack,39
Attack,39
Attack,39
Attack,39
Attack,2373
Attack,2367
Attack,2367
Attack,2373
Attack,2370
Attack,2372
Attack,2098
Attack,2370
Attack,2372
Attack,2098
Attack,2373
Attack,2367
Attack,2372
Attack,2098
Attack,111
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,39
Attack,39
Attack,39
Attack,7100
Attack,9777
Attack,9323
Attack,9995
Attack,7470
Attack,7904
Attack,9714
Attack,36
Attack,2331
Attack,1226
Attack,5047
Attack,9905
Attack,24009
Attack,10366
Attack,8387
Attack,10422
Attack,8029
Attack,7843
Attack,11146
Attack,7909
Attack,7482
Attack,6007
Attack,5086
Attack,3572
Attack,10813
Attack,3623
Attack,2687
Attack,2668
Attack,2215
Attack,1689
Attack,2122
Attack,1682
Attack,1597
Attack,1537
Attack,11345
Attack,1368
Attack,1309
Attack,1382
Attack,1658
Attack,1242
Attack,1216
Attack,1499
Attack,1147
Attack,10032
Attack,9992
Attack,10299
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,9047
Attack,64
Attack,1930
Attack,2459
Attack,1817
Attack,34
Attack,34
Attack,34
Attack,34
Attack,34
Attack,49
Attack,34
Attack,34
Attack,34
Attack,34
Attack,43
Attack,42
Attack,42
Attack,42
Attack,42
Attack,42
Attack,39
Attack,42
Attack,33
Attack,3988
Attack,2490
Attack,3759
Attack,3540
Attack,4441
Attack,3244
Attack,85
Attack,4091
Attack,3005
Attack,19292
Attack,18572
Attack,18811
Attack,46709
Attack,40244
Attack,30089
Attack,11591
Attack,12435
Attack,31
Attack,6461
Attack,35
Attack,12476
Attack,33
Attack,1176
Attack,10266
Attack,1245
Attack,85
Attack,33
Attack,33
Attack,33
Attack,85
Attack,85
Attack,85
Attack,85
Attack,85
Attack,131
Attack,3853
Attack,1202
Attack,1202
Attack,95
Attack,6828
Attack,5287
Attack,6106
Attack,40
Attack,32890
Attack,3990
Attack,34
Attack,34
Attack,34
Attack,34
Attack,2912
Attack,2055
Attack,2637
Attack,2157
Attack,37276
Attack,35956
Attack,28939
Attack,6752
Attack,44
Attack,1216
Attack,3546
Attack,1245
Attack,37
Attack,37
Attack,37
Attack,37
Attack,37
Attack,37
Attack,1210
Attack,1210
Attack,1210
Attack,1210
Attack,1210
Attack,1210
Attack,1210
Attack,1210
Attack,31
Attack,31
Attack,45
Attack,31
Attack,31
Attack,31
Attack,31
Attack,30
Attack,45243
Attack,7690
Attack,8736
Attack,12668
Attack,4890
Attack,37
Attack,1277
Attack,8987
Attack,1176
Attack,4420
Attack,4485
Attack,7343
Attack,33
Attack,33
Attack,33
Attack,7501
Attack,85
Attack,1173
Attack,5125
Attack,69
Attack,128
Attack,95
Attack,65
Attack,69
Attack,6886
Attack,6176
Attack,2371
Attack,2266
Attack,2436
Attack,13446
Attack,85
Attack,85
Attack,85
Attack,85
Attack,85
Attack,85
Attack,85
Attack,85
Attack,85
Attack,85
Attack,85
Attack,85
Attack,85
Attack,85
Attack,85
Attack,89
Attack,85
Attack,88
Attack,36
Attack,58
Attack,58
Attack,472062
Attack,45
Attack,29
Attack,30
Attack,30
Attack,30
Attack,9362
Attack,33
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,31
Attack,29
Attack,31
Attack,31
Attack,956
Attack,913
Attack,930
Attack,953
Attack,953
Attack,910
Attack,956
Attack,953
Attack,947
Attack,909
Attack,953
Attack,912
Attack,910
Attack,926
Attack,913
Attack,952
Attack,956
Attack,909
Attack,954
Attack,916
Attack,954
Attack,956
Attack,912
Attack,909
Attack,909
Attack,956
Attack,909
Attack,953
Attack,912
Attack,909
Attack,916
Attack,913
Attack,956
Attack,913
Attack,953
Attack,913
Attack,912
Attack,909
Attack,953
Attack,913
Attack,916
Attack,909
Attack,909
Attack,909
Attack,916
Attack,923
Attack,953
Attack,913
Attack,909
Attack,923
Attack,912
Attack,914
Attack,953
Attack,913
Attack,912
Attack,954
Attack,957
Attack,917
Attack,953
Attack,912
Attack,954
Attack,957
Attack,953
Attack,33
Attack,1482247
Attack,9830979
Attack,957
Attack,4545
Attack,30
Attack,30
Attack,30
Attack,30
Attack,30
Attack,30
Attack,30
Attack,1807797
Attack,30
Attack,30
Attack,23482
Attack,30
Attack,32
Attack,30
Attack,30
Attack,30
Attack,30
Attack,30
Attack,29
Attack,29
Attack,29
Attack,31
Attack,31
Attack,29
Attack,29
Attack,60
Attack,28
Attack,32
Attack,28
Attack,1702736
Attack,33
Attack,33
Attack,3231
Attack,954
Attack,49183
Attack,2748
Attack,5947
Attack,1203
Attack,1345773
Attack,22828595
Attack,18555477
Attack,19832002
Attack,2328
Attack,3553
Attack,6794
Attack,6794
Attack,20114431
Attack,20072239
Attack,2531
Attack,19649631
Attack,928
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,955
Attack,955
Attack,955
Attack,955
Attack,955
Attack,955
Attack,955
Attack,32
Attack,909
Attack,909
Attack,909
Attack,909
Attack,238345
Attack,9598046
Attack,474476
Attack,4885812
Attack,16914902
Attack,433571
Attack,594715
Attack,9022470
Attack,1552346
Attack,5650
Attack,18711
Attack,5261
Attack,7141
Attack,1218
Attack,14142
Attack,3647
Attack,12064
Attack,4980
Attack,5907
Attack,4148
Attack,5187
Attack,4243
Attack,28281
Attack,30252
Attack,34
Attack,35
Attack,4662
Attack,12036
Attack,43
Attack,43
Attack,43
Attack,43
Attack,39
Attack,113
Attack,86
Attack,86
Attack,3307
Attack,86
Attack,86
Attack,86
Attack,34
Attack,2082
Attack,9611
Attack,20423
Attack,10906
Attack,1463
Attack,17616
Attack,14847
Attack,9723
Attack,10065
Attack,10181
Attack,9239
Attack,3437
Attack,10308
Attack,10964
Attack,35
Attack,34
Attack,12497
Attack,30
Attack,30
Attack,30
Attack,30
Attack,29
Attack,29
Attack,911
Attack,30
Attack,30
Attack,480
Attack,6927
Attack,20271817
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,2951
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,954
Attack,29
Attack,29
Attack,954
Attack,954
Attack,35
Attack,35
Attack,35
Attack,37
Attack,34
Attack,34
Attack,34
Attack,34
Attack,34
Attack,34
Attack,34
Attack,31999
Attack,21793
Attack,9881
Attack,40491
Attack,34
Attack,51
Attack,33
Attack,32
Attack,34
Attack,32
Attack,84
Attack,84
Attack,2373
Attack,2373
Attack,2369
Attack,8458
Attack,35
Attack,6478
Attack,44
Attack,7628
Attack,7091
Attack,48
Attack,5821
Attack,7386
Attack,9502
Attack,10678
Attack,8912
Attack,33
Attack,2318
Attack,2358
Attack,2320
Attack,2339
Attack,2666
Attack,2210
Attack,1242
Attack,4173
Attack,38604
Attack,9845
Attack,47442
Attack,32031
Attack,5047
Attack,10870
Attack,9372
Attack,19827
Attack,9321
Attack,7175
Attack,8691
Attack,7574
Attack,2679
Attack,6010
Attack,5356
Attack,3526
Attack,11231
Attack,9637
Attack,37
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,13450
Attack,64
Attack,3125
Attack,3143
Attack,36
Attack,36
Attack,36
Attack,34
Attack,2596
Attack,2493
Attack,39
Attack,25712
Attack,16122
Attack,13881
Attack,17142
Attack,41262
Attack,40258
Attack,10899
Attack,31
Attack,11610
Attack,17067
Attack,105
Attack,33
Attack,88
Attack,1176
Attack,128
Attack,85
Attack,8414
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,149
Attack,149
Attack,34
Attack,34
Attack,34
Attack,34
Attack,34
Attack,34
Attack,34
Attack,34
Attack,34
Attack,34
Attack,34
Attack,34
Attack,35
Attack,34
Attack,34
Attack,34
Attack,36
Attack,35
Attack,34
Attack,35
Attack,35
Attack,34
Attack,34
Attack,34
Attack,34
Attack,34
Attack,34
Attack,34
Attack,34
Attack,34
Attack,36
Attack,36
Attack,36
Attack,36
Attack,36
Attack,36
Attack,36
Attack,85
Attack,85
Attack,85
Attack,85
Attack,85
Attack,85
Attack,95
Attack,85
Attack,85
Attack,36
Attack,1203
Attack,1203
Attack,1174
Attack,1203
Attack,1174
Attack,1174
Attack,47305
Attack,128
Attack,95
Attack,69
Attack,3653
Attack,6446
Attack,2892
Attack,34
Attack,85
Attack,89
Attack,1175
Attack,1175
Attack,1175
Attack,32
Attack,7453
Attack,581662
Attack,8648302
Attack,1079672
Attack,78046
Attack,241284
Attack,27530473
Attack,281171
Attack,21717896
Attack,18505411
Attack,349443
Attack,27372502
Attack,311507
Attack,44
Attack,8919586
Attack,22083632
Attack,198159
Attack,1295494
Attack,7599167
Attack,29927907
Attack,17188370
Attack,28771196
Attack,555175
Attack,20365864
Attack,7032961
Attack,19798055
Attack,18732590
Attack,18336002
Attack,8216420
Attack,8010539
Attack,28539298
Attack,1054378
Attack,5796538
Attack,25451
Attack,290419
Attack,21072353
Attack,16342812
Attack,15006595
Attack,4952428
Attack,22044935
Attack,10251
Attack,8241541
Attack,94631
Attack,1234266
Attack,882017
Attack,957
Attack,3800209
Attack,3234839
Attack,2270873
Attack,16426524
Attack,957
Attack,22102827
Attack,957
Attack,329931
Attack,2131494
Attack,849708
Attack,5667
Attack,21713761
Attack,21876806
Attack,22735174
Attack,954
Attack,21040417
Attack,21621978
Attack,21764148
Attack,22793603
Attack,33
Attack,33
Attack,33
Attack,33
Attack,207
Attack,6923
Attack,1173
Attack,21679560
Attack,6311
Attack,2139
Attack,2832
Attack,5331
Attack,1656
Attack,21336641
Attack,837
Attack,3623
Attack,6675
Attack,438
Attack,3259
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,954
Attack,20315457
Attack,21438796
Attack,4050
Attack,628812
Attack,424069
Attack,2417209
Attack,2144123
Attack,31
Attack,31
Attack,45
Attack,45
Attack,31
Attack,31
Attack,31
Attack,31
Attack,411127
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,58
Attack,1418301
Attack,30
Attack,30
Attack,30
Attack,30658
Attack,2635475
Attack,2481652
Attack,30
Attack,29
Attack,29
Attack,23253
Attack,2378332
Attack,3002942
Attack,36
Attack,33
Attack,3259
Attack,5023
Attack,33
Attack,20359450
Attack,263
Attack,20401397
Attack,2126960
Attack,2398
Attack,2447
Attack,2622
Attack,21571678
Attack,2916
Attack,20288427
Attack,6913
Attack,1810
Attack,4835364
Attack,6583550
Attack,1310281
Attack,7409111
Attack,197351
Attack,7112107
Attack,390416
Attack,120348
Attack,6546503
Attack,195061
Attack,10203470
Attack,1395118
Attack,1705116
Attack,890545
Attack,3871
Attack,811432
Attack,1162599
Attack,1426663
Attack,593932
Attack,1099398
Attack,37
Attack,8039921
Attack,30
Attack,30
Attack,30
Attack,49174273
Attack,51265024
Attack,48376603
Attack,29
Attack,35
Attack,34
Attack,34
Attack,34
Attack,34
Attack,34
Attack,38
Attack,23909639
Attack,20978942
Attack,34
Attack,18412708
Attack,17378539
Attack,249
Attack,45
Attack,34
Attack,28
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,28
Attack,28
Attack,28
Attack,28
Attack,28
Attack,28
Attack,28
Attack,28
Attack,45
Attack,49539422
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,41
Attack,34
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,31
Attack,30
Attack,30
Attack,30
Attack,30
Attack,30
Attack,30
Attack,30
Attack,30
Attack,30
Attack,30
Attack,30
Attack,29
Attack,29
Attack,29
Attack,29
Attack,7023997
Attack,6610849
Attack,31
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,925
Attack,927
Attack,924
Attack,932
Attack,915
Attack,30
Attack,30
Attack,30
Attack,30
Attack,30
Attack,158094
Attack,5138951
Attack,217780
Attack,6339152
Attack,123202
Attack,70413
Attack,2503512
Attack,714868
Attack,28
Attack,763446
Attack,50142007
Attack,1776943
Attack,909
Attack,910
Attack,36529883
Attack,31
Attack,27
Attack,7150
Attack,170
Attack,28346149
Attack,31
Attack,31
Attack,27
Attack,32
Attack,57
Attack,57
Attack,57
Attack,57
Attack,57
Attack,60
Attack,57
Attack,57
Attack,57
Attack,57
Attack,57
Attack,57
Attack,57
Attack,58
Attack,57
Attack,34
Attack,57
Attack,32
Attack,57
Attack,57
Attack,57
Attack,57
Attack,57
Attack,57
Attack,57
Attack,57
Attack,57
Attack,57
Attack,57
Attack,57
Attack,57
Attack,62
Attack,57
Attack,57
Attack,57
Attack,57
Attack,93
Attack,66
Attack,68
Attack,60
Attack,57
Attack,58
Attack,10254837
Attack,8977639
Attack,38
Attack,42
Attack,61
Attack,59
Attack,57
Attack,57
Attack,84
Attack,28
Attack,28
Attack,28
Attack,29
Attack,29
Attack,31
Attack,31
Attack,30
Attack,31
Attack,31
Attack,30
Attack,31
Attack,31
Attack,30
Attack,789930
Attack,468932
Attack,645226
Attack,288830
Attack,31405257
Attack,29
Attack,29
Attack,33
Attack,960
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,32
Attack,32
Attack,551
Attack,32
Attack,32
Attack,32
Attack,32
Attack,32
Attack,32
Attack,32
Attack,32
Attack,32
Attack,32
Attack,540
Attack,540
Attack,606
Attack,46
Attack,32
Attack,32
Attack,32
Attack,32
Attack,1864049
Attack,3752733
Attack,909
Attack,910
Attack,52
Attack,31
Attack,45171928
Attack,33
Attack,31
Attack,30
Attack,33
Attack,24334879
Attack,3025303
Attack,83
Attack,14945208
Attack,2950867
Attack,38
Attack,35
Attack,29
Attack,29
Attack,29
Attack,29
Attack,32
Attack,34
Attack,29
Attack,42
Attack,170
Attack,31
Attack,26579012
Attack,32
Attack,276983
Attack,3
Attack,909
Attack,910
Attack,910
Attack,909
Attack,910
Attack,910
Attack,909
Attack,909
Attack,909
Attack,909
Attack,30
Attack,666
Attack,648
Attack,662
Attack,646
Attack,648
Attack,640
Attack,29
Attack,29
Attack,29
Attack,29
Attack,78
Attack,78
Attack,78
Attack,27
Attack,32
Attack,32
Attack,32
Attack,32
Attack,40
Attack,36
Attack,35
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,7162
Attack,7162
Attack,7162
Attack,7190
Attack,7190
Attack,7190
Attack,958
Attack,958
Attack,958
Attack,7162
Attack,958
Attack,958
Attack,7190
Attack,7190
Attack,7190
Attack,958
Attack,29
Attack,29
Attack,32
Attack,31
Attack,31
Attack,184165
Attack,1942557
Attack,31
Attack,575127
Attack,938298
Attack,45605
Attack,6626402
Attack,30229
Attack,448031
Attack,293166
Attack,177234
Attack,216145
Attack,1626274
Attack,1408241
Attack,770079
Attack,245530
Attack,66468
Attack,373935
Attack,92104
Attack,296063
Attack,208733
Attack,111083
Attack,74200
Attack,536717
Attack,911161
Attack,48560
Attack,1066931
Attack,373478
Attack,132294
Attack,61381
Attack,81524
Attack,345997
Attack,140528
Attack,93873
Attack,1389357
Attack,176328
Attack,828305
Attack,34770
Attack,721611
Attack,1474954
Attack,31
Attack,222154
Attack,44418
Attack,1209751
Attack,386452
Attack,613047
Attack,622305
Attack,969494
Attack,600798
Attack,253472
Attack,1045081
Attack,71811
Attack,361410
Attack,52702
Attack,78869
Attack,118267
Attack,293292
Attack,98861
Attack,31
Attack,1668079
Attack,589339
Attack,242428
Attack,31
Attack,304243
Attack,137825
Attack,198419
Attack,3657687
Attack,4524125
Attack,617642
Attack,533658
Attack,62317
Attack,160847
Attack,897888
Attack,365045
Attack,555337
Attack,332218
Attack,533192
Attack,5173896
Attack,90300
Attack,674835
Attack,486024
Attack,620042
Attack,2157796
Attack,473238
Attack,31
Attack,695048
Attack,187506
Attack,385433
Attack,606122
Attack,423564
Attack,392887
Attack,597438
Attack,212896
Attack,1262217
Attack,309718
Attack,503642
Attack,311009
Attack,199943
Attack,941965
Attack,300991
Attack,531798
Attack,643506
Attack,347004
Attack,2015442
Attack,1482298
Attack,264294
Attack,12952691
Attack,709110
Attack,4530187
Attack,40
Attack,492699
Attack,1419738
Attack,3156750
Attack,160837
Attack,1505881
Attack,813249
Attack,917389
Attack,33
Attack,33
Attack,22175931
Attack,30
Attack,30
Attack,30
Attack,87
Attack,87
Attack,87
Attack,87
Attack,87
Attack,33
Attack,33
Attack,33
Attack,33
Attack,30
Attack,30
Attack,2808353
Attack,30
Attack,10037045
Attack,7143
Attack,7143
Attack,7143
Attack,7163
Attack,7163
Attack,7191
Attack,7191
Attack,959
Attack,959
Attack,959
Attack,959
Attack,959
Attack,959
Attack,7191
Attack,959
Attack,7191
Attack,959
Attack,959
Attack,77
Attack,77
Attack,77
Attack,77
Attack,77
Attack,77
Attack,77
Attack,77
Attack,77
Attack,77
Attack,77
Attack,77
Attack,77
Attack,77
Attack,77
Attack,77
Attack,77
Attack,77
Attack,77
Attack,77
Attack,77
Attack,34
Attack,937
Attack,914
Attack,32
Attack,6217947
Attack,32
Attack,32
Attack,5277593
Attack,7540633
Attack,30
Attack,2310354
Attack,40
Attack,6547143
Attack,16854825
Attack,2056090
Attack,2075570
Attack,1436611
Attack,1947335
Attack,1812024
Attack,1243796
Attack,1300432
Attack,173876
Attack,1607017
Attack,34
Attack,546064
Attack,951643
Attack,1416832
Attack,113232
Attack,652495
Attack,1195530
Attack,223567
Attack,4642074
Attack,215298
Attack,206795
Attack,27013512
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,37739967
Attack,33
Attack,30049315
Attack,33
Attack,7121
Attack,69725
Attack,55688
Attack,31
Attack,1193375
Attack,1649635
Attack,1140835
Attack,6723357
Attack,7669033
Attack,16960275
Attack,40
Attack,23540112
Attack,44
Attack,28
Attack,28
Attack,28
Attack,28
Attack,28
Attack,4621357
Attack,9984305
Attack,101621
Attack,72135
Attack,3827102
Attack,5374256
Attack,293521
Attack,600925
Attack,4450393
Attack,23010458
Attack,37051926
Attack,30
Attack,29
Attack,30
Attack,30
Attack,29
Attack,29
Attack,30
Attack,30
Attack,30
Attack,29
Attack,7143
Attack,29
Attack,7143
Attack,7134
Attack,7138
Attack,32
Attack,7161
Attack,32
Attack,7143
Attack,33
Attack,32
Attack,78
Attack,77
Attack,77
Attack,77
Attack,77
Attack,77
Attack,77
Attack,77
Attack,77
Attack,77
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,36
Attack,36
Attack,31
Attack,31
Attack,31
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,35
Attack,35
Attack,38
Attack,87
Attack,87
Attack,78
Attack,26473068
Attack,21394934
Attack,22052867
Attack,22946332
Attack,30
Attack,30
Attack,30
Attack,30
Attack,30
Attack,30
Attack,30
Attack,30
Attack,30
Attack,30
Attack,30
Attack,30
Attack,30
Attack,30
Attack,30
Attack,30
Attack,11314818
Attack,10830576
Attack,30
Attack,30
Attack,30
Attack,30
Attack,30
Attack,30
Attack,30
Attack,30
Attack,30
Attack,30
Attack,34
Attack,36
Attack,34
Attack,34
Attack,949184
Attack,34
Attack,34
Attack,36
Attack,34
Attack,34
Attack,36
Attack,487222
Attack,34
Attack,328271
Attack,34
Attack,34
Attack,1737628
Attack,1196128
Attack,25588
Attack,10342021
Attack,140994
Attack,7157
Attack,43029727
Attack,30
Attack,23307870
Attack,37
Attack,21124869
Attack,30
Attack,29455501
Attack,22668284
Attack,78
Attack,78
Attack,129934
Attack,239990
Attack,74612
Attack,34
Attack,1466002
Attack,901034
Attack,37384
Attack,604836
Attack,7137
Attack,144169
Attack,7134
Attack,7141
Attack,726305
Attack,165391
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,33
Attack,84
Attack,5242453
Attack,78
Attack,41512826
Attack,37776597
Attack,33167737
Attack,33970839
Attack,47834998
Attack,31362162
Attack,4645496
Attack,1695659
Attack,33112
Attack,29
Attack,29
Attack,87
Attack,87
Attack,8631184
Attack,7889486
Attack,7817910
Attack,7672620
Attack,6577452
Attack,8238689
Attack,8429197
Attack,7458526
Attack,6543357
Attack,7960313
Attack,7889354
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,33
Attack,33
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,144264
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,33
Attack,33
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,33
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,34
Attack,31
Attack,31
Attack,31
Attack,33
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,33
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,33
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,36
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,35
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,32
Attack,31
Attack,31
Attack,56
Attack,56
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,32
Attack,56
Attack,57
Attack,56
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,29
Attack,7144
Attack,7144
Attack,7144
Attack,7144
Attack,7144
Attack,7134
Attack,25158675
Attack,288766
Attack,2722485
Attack,64181
Attack,344782
Attack,389408
Attack,594522
Attack,8077901
Attack,7995541
Attack,12728629
Attack,1619952
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,33
Attack,915
Attack,7144
Attack,7144
Attack,7144
Attack,7144
Attack,7132
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,29
Attack,33
Attack,61
Attack,7144
Attack,7144
Attack,7144
Attack,8189000
Attack,6516257
Attack,8400888
Attack,5645982
Attack,4942448
Attack,6135140
Attack,58310
Attack,36
Attack,36
Attack,36
Attack,36
Attack,910
Attack,910
Attack,910
Attack,910
Attack,33
Attack,13449699
Attack,6285886
Attack,194
Attack,146
Attack,122
Attack,370
Attack,88
Attack,12349883
Attack,2129988
Attack,3863105
Attack,4024166
Attack,4492158
Attack,1648
Attack,38
Attack,2123186
Attack,1926593
Attack,2249334
Attack,2381809
Attack,1235009
Attack,8837498
Attack,38710
Attack,35
Attack,31
Attack,7143
Attack,7145
Attack,31
Attack,7145
Attack,7145
Attack,7145
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,7145
Attack,1142628
Attack,8880316
Attack,62
Attack,68
Attack,8566004
Attack,5095306
Attack,56
Attack,62
Attack,70
Attack,62
Attack,56
Attack,64
Attack,10941803
Attack,10484532
Attack,241634
Attack,31
Attack,31
Attack,31
Attack,8920681
Attack,9524812
Attack,13941196
Attack,8006171
Attack,7144
Attack,7144
Attack,31
Attack,7145
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,31
Attack,7144
Attack,7145
Attack,31
Attack,31
Attack,7143
Attack,11954118
Attack,9427184
Attack,2656680
Attack,7144
Attack,7144
Attack,7144
Attack,7144
Attack,1173669
Attack,1100877
Attack,846322
Attack,7144
Attack,7144
Attack,7144
Attack,31
Attack,31
Attack,7145
Attack,31
Attack,31
Attack,7145
Attack,7145
Attack,7145
Attack,7116
Attack,2143044
Attack,8963672
Attack,856727
Attack,1401919
Attack,28448170
Attack,31
Attack,31
Attack,7144
Attack,31
Attack,31
Attack,31
Attack,31
Attack,7145
Attack,31
Attack,7145
Attack,7145
Attack,7145
Attack,8877439
